,date,index,signal_emg,emg_envelope,signal_mmg
0,2024-07-03 00:00:00.000000000,31000,0.1174556925510459,0.6274714162797097,0.033873223694719366
4,2024-07-03 00:01:09.133826765,31004,0.11614395289030197,0.6274627173325992,0.024345357227242344
9,2024-07-03 00:02:35.551110222,31009,0.08481414605132002,0.6274356587591244,0.00488705621067987
14,2024-07-03 00:04:01.968393678,31014,0.3042323813319042,0.627390291998366,0.01647744978082807
19,2024-07-03 00:05:28.385677135,31019,0.2882063725034045,0.6273262786572973,0.01403160515902718
24,2024-07-03 00:06:54.802960592,31024,0.1999923028095868,0.6272432911796914,0.0032114941647443987
29,2024-07-03 00:08:21.220244048,31029,0.11113176255091095,0.6271410133887769,0.05300910430575469
34,2024-07-03 00:09:47.637527505,31034,0.17671388203489594,0.6270191410235442,0.08930243243857519
39,2024-07-03 00:11:14.054810962,31039,0.10187029276287679,0.6268773822671535,0.08119359750281854
44,2024-07-03 00:12:40.472094418,31044,0.17304397606282193,0.6267154582657529,0.061045881225689075
49,2024-07-03 00:14:06.889377875,31049,0.028854911600016245,0.6265331036359919,0.04300795354964842
54,2024-07-03 00:15:33.306661332,31054,0.14638934872589807,0.6263300669589705,0.011768088180655549
59,2024-07-03 00:16:59.723944788,31059,0.15685160031497247,0.6261061112585715,0.023432045444729654
64,2024-07-03 00:18:26.141228245,31064,0.01004188852726121,0.6258610144617615,0.02560427452692221
69,2024-07-03 00:19:52.558511702,31069,0.413098905146542,0.6255945698382489,0.005214392845259882
74,2024-07-03 00:21:18.975795159,31074,0.8125971217723367,0.6253065864164536,0.013549057160879747
79,2024-07-03 00:22:45.393078615,31079,0.11194359911840863,0.624996889373027,0.038126888475750194
84,2024-07-03 00:24:11.810362072,31084,0.25941719909437294,0.6246653203933393,0.036723257201472154
89,2024-07-03 00:25:38.227645529,31089,0.13053370630687217,0.6243117380008861,0.0015787951561523183
94,2024-07-03 00:27:04.644928985,31094,0.08205142519307225,0.6239360178542273,0.004098830940432713
99,2024-07-03 00:28:31.062212442,31099,0.005711762167764741,0.6235380530102611,0.03359658771882622
104,2024-07-03 00:29:57.479495899,31104,0.32073741221520297,0.6231177541525894,0.011701793327661096
109,2024-07-03 00:31:23.896779355,31109,0.7086167308403353,0.6226750497843417,0.0558810525752872
114,2024-07-03 00:32:50.314062812,31114,0.2307815515334619,0.6222098863843443,0.05326126880830493
119,2024-07-03 00:34:16.731346269,31119,0.2549117926312842,0.6217222285257806,0.012488386303328512
124,2024-07-03 00:35:43.148629725,31124,0.1385647675095114,0.6212120589566368,0.04244848993987634
129,2024-07-03 00:37:09.565913182,31129,0.11979290239319361,0.6206793786415644,0.09553273145345047
134,2024-07-03 00:38:35.983196639,31134,0.020217067103768364,0.6201242067655748,0.0800119252930641
139,2024-07-03 00:40:02.400480096,31139,0.3178371604909854,0.6195465806997659,0.03835054336282291
144,2024-07-03 00:41:28.817763552,31144,0.5245088828204821,0.6189465559294892,0.02544304371924611
149,2024-07-03 00:42:55.235047009,31149,0.11320346305162157,0.618324205945722,0.007239492074901678
154,2024-07-03 00:44:21.652330466,31154,0.11032149747168803,0.6176796220999332,0.012848710901749822
159,2024-07-03 00:45:48.069613922,31159,0.25697074412519955,0.617012913422907,0.005305621202018111
164,2024-07-03 00:47:14.486897379,31164,0.9338957223616849,0.6163242064080211,0.028264245350446367
169,2024-07-03 00:48:40.904180836,31169,0.2867707777469435,0.6156136447592567,0.02133998585508095
174,2024-07-03 00:50:07.321464292,31174,0.27520213517651226,0.6148813891043121,0.03334554005995015
179,2024-07-03 00:51:33.738747749,31179,0.08098807076163413,0.6141276166734869,0.08490948815543291
184,2024-07-03 00:53:00.156031206,31184,0.35279997048697637,0.613352520945785,0.10455424474691577
189,2024-07-03 00:54:26.573314662,31189,0.1932611447531348,0.6125563112640376,0.07059607997431255
194,2024-07-03 00:55:52.990598119,31194,0.0061632563586312625,0.6117392124211569,0.048522508930569495
199,2024-07-03 00:57:19.407881576,31199,0.022034245836559548,0.6109014642198326,0.04811456982692857
204,2024-07-03 00:58:45.825165033,31204,0.010494730311408879,0.6100433210082289,0.030269102418931094
209,2024-07-03 01:00:12.242448489,31209,0.20922892750208166,0.6091650511944166,0.002596645296276385
214,2024-07-03 01:01:38.659731946,31214,0.33472160220348113,0.6082669367418893,0.023666299387862584
219,2024-07-03 01:03:05.077015403,31219,0.11086727011685622,0.6073492726479836,0.03501666741772567
224,2024-07-03 01:04:31.494298859,31224,0.1921356989854815,0.6064123664067699,0.02877650589688832
229,2024-07-03 01:05:57.911582316,31229,0.05416196590120008,0.6054565374581572,0.0016323839013555725
234,2024-07-03 01:07:24.328865773,31234,0.7024418550709289,0.6044821166245719,0.021338728137997885
239,2024-07-03 01:08:50.746149229,31239,0.1395785633276641,0.6034894455364846,0.014832725570108717
244,2024-07-03 01:10:17.163432686,31244,0.2433899491289146,0.6024788760488341,0.03244936557844066
249,2024-07-03 01:11:43.580716143,31249,0.1971510495189919,0.601450769650271,0.08232175539128185
254,2024-07-03 01:13:09.997999599,31254,0.263378989851461,0.6004054968676491,0.08276473031204554
259,2024-07-03 01:14:36.415283056,31259,0.08215140561463162,0.5993434366686329,0.007684879822224593
264,2024-07-03 01:16:02.832566513,31264,0.09636910986850765,0.5982649758653924,0.055894904018113985
269,2024-07-03 01:17:29.249849969,31269,0.04071272504861241,0.5971705085221387,0.05487068976390849
274,2024-07-03 01:18:55.667133426,31274,0.06825784014531927,0.5960604353688829,0.02899470149651312
279,2024-07-03 01:20:22.084416883,31279,0.1744105047516002,0.594935163223883,0.0076042560255003555
284,2024-07-03 01:21:48.501700340,31284,0.10414568157527351,0.5937951044267403,0.012685204606051742
289,2024-07-03 01:23:14.918983796,31289,0.0007068441302482186,0.5926406762840503,0.020015282858366158
294,2024-07-03 01:24:41.336267253,31294,0.2691837927501456,0.5914723005289734,0.026149063866391337
299,2024-07-03 01:26:07.753550710,31299,0.21771520786057147,0.5902904027962047,0.03234479659735048
304,2024-07-03 01:27:34.170834166,31304,0.08246829160498606,0.5890954121133787,0.0005340313185932283
309,2024-07-03 01:29:00.588117623,31309,0.21130234298767445,0.5878877604104367,0.03631163137202918
314,2024-07-03 01:30:27.005401080,31314,0.17659712137260503,0.5866678820483748,0.016064338829306257
319,2024-07-03 01:31:53.422684536,31319,0.10082751826670015,0.5854362133687938,0.013890258228507283
324,2024-07-03 01:33:19.839967993,31324,0.17350480366930096,0.5841931922656528,0.006692525792360223
329,2024-07-03 01:34:46.257251450,31329,0.04839536066274404,0.5829392577806267,0.0499825368352498
334,2024-07-03 01:36:12.674534906,31334,0.21584085303722803,0.5816748497230286,0.05607836677029168
339,2024-07-03 01:37:39.091818363,31339,0.17380165965507463,0.5804004083151556,0.02479143326787434
344,2024-07-03 01:39:05.509101820,31344,0.15204816331141624,0.5791163738638921,0.01330777014647519
349,2024-07-03 01:40:31.926385277,31349,0.2310136518059211,0.5778231864586539,0.03340442170209055
354,2024-07-03 01:41:58.343668733,31354,0.007562811461466871,0.5765212856960877,0.04619748145067939
359,2024-07-03 01:43:24.760952190,31359,0.007415977078930687,0.5752111104314678,0.04117842220862838
364,2024-07-03 01:44:51.178235647,31364,0.15768288735399236,0.5738930985564146,0.014049408905943158
369,2024-07-03 01:46:17.595519103,31369,0.08591485527556202,0.5725676868028546,0.025707636537158535
374,2024-07-03 01:47:44.012802560,31374,0.21911297560792156,0.571235310572965,0.020157564701214326
379,2024-07-03 01:49:10.430086017,31379,0.11917325895061816,0.5698964037947966,0.02463172396392862
384,2024-07-03 01:50:36.847369473,31384,0.14157048899731906,0.568551398803473,0.0336169804463801
389,2024-07-03 01:52:03.264652930,31389,0.49582278509754346,0.5672007262471407,0.019345811307170505
394,2024-07-03 01:53:29.681936387,31394,0.05116128539319342,0.5658448150170362,0.03114122094437274
399,2024-07-03 01:54:56.099219843,31399,0.26773420501885425,0.5644840922008754,0.02705306573936177
404,2024-07-03 01:56:22.516503300,31404,0.15336804050772468,0.5631189830591494,0.013163136204154895
409,2024-07-03 01:57:48.933786757,31409,0.12026401752796896,0.5617499110237331,0.016465424594103835
414,2024-07-03 01:59:15.351070214,31414,0.17463228825759752,0.5603772977181536,0.0237664677424876
419,2024-07-03 02:00:41.768353670,31419,0.23234475982539557,0.5590015629985594,0.04058582022208237
424,2024-07-03 02:02:08.185637127,31424,0.18534266309913688,0.5576231250151632,0.011959688197890844
429,2024-07-03 02:03:34.602920584,31429,0.03972496038036821,0.5562424002934216,0.029454942591896308
434,2024-07-03 02:05:01.020204040,31434,0.08458915724990333,0.5548598038342182,0.03507022747246418
439,2024-07-03 02:06:27.437487497,31439,0.30462379653938604,0.5534757492324942,0.02981935680510301
444,2024-07-03 02:07:53.854770954,31444,0.14973939691198607,0.5520906488135537,0.061885179992215655
449,2024-07-03 02:09:20.272054410,31449,0.02017756921836457,0.5507049137858755,0.08515180889476938
454,2024-07-03 02:10:46.689337867,31454,0.04626040108496945,0.5493189544091199,0.06259607431480392
459,2024-07-03 02:12:13.106621324,31459,0.0657905010010553,0.5479331801760162,0.021364239063507446
464,2024-07-03 02:13:39.523904780,31464,0.2101442315948442,0.5465480000071673,0.013116562243718396
469,2024-07-03 02:15:05.941188237,31469,0.016340709757768645,0.5451638224573769,0.03936477258562938
474,2024-07-03 02:16:32.358471694,31474,0.12333109698215104,0.5437810559322167,0.04832019696680632
479,2024-07-03 02:17:58.775755151,31479,0.15065275310291867,0.5424001089131097,0.03214667038999737
484,2024-07-03 02:19:25.193038607,31484,0.03440314518440291,0.5410213901893237,0.018603122096934828
489,2024-07-03 02:20:51.610322064,31489,0.10034547625394823,0.5396453090951576,0.009831731767855801
494,2024-07-03 02:22:18.027605521,31494,0.27755823069241387,0.5382722757506,0.024936485006052295
499,2024-07-03 02:23:44.444888977,31499,0.6472150218047265,0.536902701303609,0.04981319940024239
504,2024-07-03 02:25:10.862172434,31504,0.14736614994590153,0.5355369981718922,0.009002189900958954
509,2024-07-03 02:26:37.279455891,31509,0.19300975454871253,0.5341755802820777,0.02864888356431315
514,2024-07-03 02:28:03.696739347,31514,0.08025383418883157,0.5328188633043253,5.631690499754106e-06
519,2024-07-03 02:29:30.114022804,31519,0.2561327164502454,0.5314672648807467,0.02255916922883712
524,2024-07-03 02:30:56.531306261,31524,0.04483748486256384,0.5301212048461382,0.01593653111923498
529,2024-07-03 02:32:22.948589717,31529,0.058656332288015124,0.5287811054395437,0.05562777501093288
534,2024-07-03 02:33:49.365873174,31534,0.1056593233805148,0.5274473915053015,0.048282525866700385
539,2024-07-03 02:35:15.783156631,31539,0.22152940247482544,0.52612049068207,0.027306686449626996
544,2024-07-03 02:36:42.200440088,31544,0.34046195935688406,0.5248008335780734,0.00611824599959715
549,2024-07-03 02:38:08.617723544,31549,0.21254853016755598,0.5234888539309586,0.0369858805042585
554,2024-07-03 02:39:35.035007001,31554,0.2442549216122222,0.5221849887503702,0.05263800680304854
559,2024-07-03 02:41:01.452290458,31559,0.18920944109599777,0.5208896784411187,0.02393759175919875
564,2024-07-03 02:42:27.869573914,31564,0.14022414261395966,0.519603366904737,0.020693465251582426
569,2024-07-03 02:43:54.286857371,31569,0.33714515101758297,0.5183265016180979,0.036908194836787096
574,2024-07-03 02:45:20.704140828,31574,0.07545718211749326,0.5170595336877379,0.006673012070033125
579,2024-07-03 02:46:47.121424284,31579,0.20443678243325625,0.5158029178788903,0.03312814936618137
584,2024-07-03 02:48:13.538707741,31584,0.3960857091095399,0.5145571126181784,0.02727929512516972
589,2024-07-03 02:49:39.955991198,31589,0.11699623850622813,0.5133225799692047,0.028813785522018704
594,2024-07-03 02:51:06.373274654,31594,0.07871720062437385,0.5120997855801089,0.0607800542235941
599,2024-07-03 02:52:32.790558111,31599,0.14953038814503838,0.5108891986026659,0.04407340052752032
604,2024-07-03 02:53:59.207841568,31604,0.0694325370664009,0.509691291582401,0.045772194275349266
609,2024-07-03 02:55:25.625125025,31609,0.8937998782896037,0.5085065403191904,0.09546645282739953
614,2024-07-03 02:56:52.042408481,31614,0.28877694083090194,0.5073354236977843,0.048792052294928785
619,2024-07-03 02:58:18.459691938,31619,0.12768847883253528,0.5061784234875742,0.009802725963935237
624,2024-07-03 02:59:44.876975395,31624,0.05336659554621513,0.5050360241117178,0.034828151980455385
629,2024-07-03 03:01:11.294258851,31629,0.026420723057102212,0.503908712386176,0.04250310701797687
634,2024-07-03 03:02:37.711542308,31634,0.11175690830378344,0.5027969772295047,0.00970629073907215
639,2024-07-03 03:04:04.128825765,31639,0.11687297859531834,0.5017013093444824,0.04766222413256206
644,2024-07-03 03:05:30.546109221,31644,0.05068416391502695,0.5006222008724245,0.027315681210863203
649,2024-07-03 03:06:56.963392678,31649,0.2563353930634155,0.49956014502073953,0.023094645675895285
654,2024-07-03 03:08:23.380676135,31654,0.08307577359630518,0.4985156356643229,0.06276477800181014
659,2024-07-03 03:09:49.797959591,31659,0.16434456291841995,0.497489166921075,0.0583567320554281
664,2024-07-03 03:11:16.215243048,31664,0.19208578310230418,0.496481232701681,0.0024349783651358412
669,2024-07-03 03:12:42.632526505,31669,0.04998020179087899,0.4954923262338478,0.04660357622257804
674,2024-07-03 03:14:09.049809961,31674,0.10242266217639609,0.4945229395617952,0.04609119149737363
679,2024-07-03 03:15:35.467093418,31679,0.3110422244790643,0.493573563021707,0.021296421226388796
684,2024-07-03 03:17:01.884376875,31684,0.6536210777145199,0.49264468469433464,0.0050654947651167966
689,2024-07-03 03:18:28.301660332,31689,0.12432911698617673,0.4917367898358798,0.03545109954493683
694,2024-07-03 03:19:54.718943788,31694,0.12298677227608337,0.4908503602884773,0.06380531996385744
699,2024-07-03 03:21:21.136227245,31699,0.10544667742015128,0.48998587387158377,0.0775204569745202
704,2024-07-03 03:22:47.553510702,31704,0.15882662809753503,0.4891438037558985,0.05943334312769947
709,2024-07-03 03:24:13.970794158,31709,0.03758842043901796,0.48832461782168063,0.002591444025489532
714,2024-07-03 03:25:40.388077615,31714,0.2267412300816922,0.4875287780030325,0.0327860679903434
719,2024-07-03 03:27:06.805361072,31719,0.03419896036870681,0.4867567396199108,0.016795944285300395
724,2024-07-03 03:28:33.222644528,31724,0.188262571623026,0.4860089506992527,0.020458127284497397
729,2024-07-03 03:29:59.639927985,31729,0.11528687285434612,0.4852858512866005,0.05801882113898879
734,2024-07-03 03:31:26.057211442,31734,0.2610000134377794,0.48458787274968307,0.045233501148052406
739,2024-07-03 03:32:52.474494898,31739,0.23304915309854407,0.4839154370751367,0.012118672390993774
744,2024-07-03 03:34:18.891778355,31744,0.10785042915616563,0.4832689561596949,0.01701558063995619
749,2024-07-03 03:35:45.309061812,31749,0.5425493011019874,0.4826488310971027,0.011475840493490498
754,2024-07-03 03:37:11.726345269,31754,0.1329397182596474,0.4820554514621949,0.002349795144077412
759,2024-07-03 03:38:38.143628725,31759,0.13485197901944584,0.4814891945936157,0.008520976087076594
764,2024-07-03 03:40:04.560912182,31764,0.15186356575896032,0.48095042487729206,0.009902653153074502
769,2024-07-03 03:41:30.978195639,31769,0.03471703996590958,0.48043949303297734,0.0033080850950957127
774,2024-07-03 03:42:57.395479095,31774,0.17276449866152532,0.4799567354064666,0.03213081708813645
779,2024-07-03 03:44:23.812762552,31779,0.09081252042494532,0.47950247327003637,0.03731901007872609
784,2024-07-03 03:45:50.230046009,31784,0.30688442887134426,0.4790770121337258,0.024599043788889254
789,2024-07-03 03:47:16.647329465,31789,0.13824357429055498,0.4786806410698398,0.03290978357061064
794,2024-07-03 03:48:43.064612922,31794,0.017482185793076782,0.478313632053065,0.021806285724570898
799,2024-07-03 03:50:09.481896379,31799,0.07381170925613373,0.4779762393184072,0.033496696629562915
804,2024-07-03 03:51:35.899179835,31804,0.030320197470124405,0.4776686987388496,0.06260353834277205
809,2024-07-03 03:53:02.316463292,31809,0.09311410360791991,0.47739122722472077,0.014501281190816423
814,2024-07-03 03:54:28.733746749,31814,0.13031175186128294,0.47714402214647506,0.04734915555750904
819,2024-07-03 03:55:55.151030206,31819,0.023792634566670266,0.47692726078243836,0.052788391635090526
824,2024-07-03 03:57:21.568313662,31824,0.05073170212225187,0.4767410997927849,0.021581323697878824
829,2024-07-03 03:58:47.985597119,31829,0.023786149155117862,0.47658567472092966,0.0020398587886793925
834,2024-07-03 04:00:14.402880576,31834,0.06503260241738203,0.4764610995236812,0.001904339648067106
839,2024-07-03 04:01:40.820164032,31839,0.22757760584225525,0.47636746613108805,0.011747921812645551
844,2024-07-03 04:03:07.237447489,31844,0.21258775243058883,0.47630484403677753,0.05519922131267475
849,2024-07-03 04:04:33.654730946,31849,0.03603616237674562,0.47627327991952845,0.07202493059322797
854,2024-07-03 04:06:00.072014402,31854,0.16829571488413655,0.47627279729652283,0.036630840813470976
859,2024-07-03 04:07:26.489297859,31859,0.13908835128670047,0.4763033962089775,0.017509100088438232
864,2024-07-03 04:08:52.906581316,31864,0.2043728633153225,0.476365052941018,0.03678992227993423
869,2024-07-03 04:10:19.323864772,31869,0.11932240366554421,0.47645771977265483,0.03043330994691713
874,2024-07-03 04:11:45.741148229,31874,0.031135469285752414,0.4765813247677148,0.008712832977108988
879,2024-07-03 04:13:12.158431686,31879,0.0018036934349120594,0.4767357715975995,0.018320051325963767
884,2024-07-03 04:14:38.575715143,31884,0.08886467387408013,0.4769209394017844,0.01837555705641583
889,2024-07-03 04:16:04.992998599,31889,0.2663069720147253,0.477136682685799,0.04410848334279399
894,2024-07-03 04:17:31.410282056,31894,0.09025730415477241,0.47738283125731,0.031697911388252314
899,2024-07-03 04:18:57.827565513,31899,0.09426300461940043,0.47765919020051417,0.009778404581789638
904,2024-07-03 04:20:24.244848969,31904,0.05317912792819263,0.47796553988886353,0.007505962841258017
909,2024-07-03 04:21:50.662132426,31909,0.123668041231161,0.47830163603626497,0.009952086918830521
914,2024-07-03 04:23:17.079415883,31914,0.12965037775533755,0.4786672097867244,0.007388576137332969
919,2024-07-03 04:24:43.496699339,31919,0.08433782022321111,0.47906196784257915,0.025461560016963095
924,2024-07-03 04:26:09.913982796,31924,0.036375343882911006,0.4794855926309778,0.015718594945109608
929,2024-07-03 04:27:36.331266253,31929,0.1592013611168642,0.4799377425085903,0.007711191425016403
934,2024-07-03 04:29:02.748549709,31934,0.01825513883490259,0.4804180520042537,0.0008628429955064496
939,2024-07-03 04:30:29.165833166,31939,0.17222067343582168,0.480926132099014,0.01914495145607492
944,2024-07-03 04:31:55.583116623,31944,0.08185866383479949,0.4814615705433144,0.007552917636547719
949,2024-07-03 04:33:22.000400080,31949,0.0877302343517016,0.4820239322107862,0.044440222156891175
954,2024-07-03 04:34:48.417683536,31954,0.08612409403030594,0.4826127594878969,0.04258069389599526
959,2024-07-03 04:36:14.834966993,31959,0.024169604451674813,0.4832275726988522,0.031206250944830632
964,2024-07-03 04:37:41.252250450,31964,0.06311202822123894,0.48386787056483743,0.02701399579083049
969,2024-07-03 04:39:07.669533906,31969,0.11319655569268265,0.4845331306967949,0.002444514009306725
974,2024-07-03 04:40:34.086817363,31974,0.062280659224856164,0.48522281012056806,0.02985107307107536
979,2024-07-03 04:42:00.504100820,31979,0.20514468977471778,0.4859363458329929,0.02352342432035925
984,2024-07-03 04:43:26.921384276,31984,0.1897503897930836,0.4866731553875109,0.00435741130815839
989,2024-07-03 04:44:53.338667733,31989,0.0788693637444717,0.48743263750771576,0.00179572934818852
994,2024-07-03 04:46:19.755951190,31994,0.10825345925569209,0.4882141727269669,0.017669891470040035
999,2024-07-03 04:47:46.173234646,31999,0.15320190552230292,0.4890171240526425,0.010937062001043352
1004,2024-07-03 04:49:12.590518103,32004,0.25277604888330063,0.48984083765341646,0.010124435066430671
1009,2024-07-03 04:50:39.007801560,32009,0.05127532157906903,0.4906846435678611,0.015575989984747605
1014,2024-07-03 04:52:05.425085017,32014,0.018800918266294854,0.4915478564325803,0.026215036918905945
1019,2024-07-03 04:53:31.842368473,32019,0.18733058587562113,0.49242977622808437,0.032746726920961554
1024,2024-07-03 04:54:58.259651930,32024,0.3013642281288293,0.4933296890408082,0.007819569831020385
1029,2024-07-03 04:56:24.676935387,32029,0.14021145365730062,0.4942468678400048,0.006122699438898556
1034,2024-07-03 04:57:51.094218843,32034,0.08434976349267113,0.49518057326841386,0.011314019346969252
1039,2024-07-03 04:59:17.511502300,32039,0.07588881868629507,0.49613005444563546,0.013585667114239862
1044,2024-07-03 05:00:43.928785757,32044,0.09589836568288058,0.49709454978328965,0.02055465402516639
1049,2024-07-03 05:02:10.346069213,32049,0.22286501949412316,0.4980732878110477,0.024733005903822897
1054,2024-07-03 05:03:36.763352670,32054,0.0009498297955214633,0.4990654880121866,0.03861277486621294
1059,2024-07-03 05:05:03.180636127,32059,0.11738554744779064,0.5000703616673362,0.08448830334934242
1064,2024-07-03 05:06:29.597919583,32064,0.10228949701276582,0.5010871127046849,0.05761565480251386
1069,2024-07-03 05:07:56.015203040,32069,0.23163526583765112,0.5021149385548774,0.03185904718289513
1074,2024-07-03 05:09:22.432486497,32074,0.2844338464486962,0.503153031008542,0.03504303997763802
1079,2024-07-03 05:10:48.849769953,32079,0.08328375924343075,0.5042005770745827,0.005134538798931328
1084,2024-07-03 05:12:15.267053410,32084,0.4128772864070762,0.5052567598375494,0.06583360922289125
1089,2024-07-03 05:13:41.684336867,32089,0.040207057940319146,0.5063207593124722,0.05736894229029988
1094,2024-07-03 05:15:08.101620324,32094,0.1417635225399878,0.5073917532960683,0.005991794641382584
1099,2024-07-03 05:16:34.518903780,32099,0.0993293383208752,0.5084689182133217,0.0005237372319185293
1104,2024-07-03 05:18:00.936187237,32104,0.14553534677218197,0.5095514299583791,0.019209162140239294
1109,2024-07-03 05:19:27.353470694,32109,0.09092462532900224,0.5106384647290733,0.004171282162970437
1114,2024-07-03 05:20:53.770754150,32114,0.165192243493363,0.5117291998542355,0.03583820208064881
1119,2024-07-03 05:22:20.188037607,32119,0.015574900057785852,0.5128228146126349,0.018463370030344827
1124,2024-07-03 05:23:46.605321064,32124,0.06726581311372704,0.5139184910424217,0.005866448262438935
1129,2024-07-03 05:25:13.022604520,32129,0.22332359081989206,0.5150154147397845,0.0063785874070208075
1134,2024-07-03 05:26:39.439887977,32134,0.22557328229297174,0.5161127756454139,0.027972866909262057
1139,2024-07-03 05:28:05.857171434,32139,0.168792281120321,0.5172097688174345,0.04848320253602842
1144,2024-07-03 05:29:32.274454890,32144,0.06609448221177242,0.5183055951896575,0.008536508239083161
1149,2024-07-03 05:30:58.691738347,32149,0.11969534860418203,0.5193994623140875,0.04109382527294395
1154,2024-07-03 05:32:25.109021804,32154,0.04588340721623169,0.520490585086877,0.03818572427844516
1159,2024-07-03 05:33:51.526305261,32159,0.042731710121878784,0.5215781864569831,0.015641535041971553
1164,2024-07-03 05:35:17.943588717,32164,0.058507908919650436,0.5226614981170271,0.02457810143323167
1169,2024-07-03 05:36:44.360872174,32169,0.21073853435778306,0.5237397611756429,0.034317496335666824
1174,2024-07-03 05:38:10.778155631,32174,0.21594632131760144,0.5248122268104091,0.006414679491315639
1179,2024-07-03 05:39:37.195439087,32179,0.16772311183612928,0.5258781568999792,0.042836354797319454
1184,2024-07-03 05:41:03.612722544,32184,0.22353237687636127,0.526936824633817,0.03101995255032552
1189,2024-07-03 05:42:30.030006001,32189,0.14881182531506126,0.5279875150978428,0.032007490152530425
1194,2024-07-03 05:43:56.447289457,32194,0.5031437208179121,0.529029525834571,0.04940926158291851
1199,2024-07-03 05:45:22.864572914,32199,0.0712804064628849,0.5300621673767347,0.02508755443642054
1204,2024-07-03 05:46:49.281856371,32204,0.21774966698009676,0.5310847637533226,0.005082684855899017
1209,2024-07-03 05:48:15.699139827,32209,0.216631846507756,0.5320966529669037,0.01016772605989255
1214,2024-07-03 05:49:42.116423284,32214,0.05188822522047177,0.5330971874415735,0.023489269514206736
1219,2024-07-03 05:51:08.533706741,32219,0.06738830207107381,0.5340857344405624,0.006422475067443281
1224,2024-07-03 05:52:34.950990198,32224,0.4121286125706308,0.5350616764528352,0.024294967845758807
1229,2024-07-03 05:54:01.368273654,32229,0.060268941663240004,0.5360244115477468,0.014432395501726574
1234,2024-07-03 05:55:27.785557111,32234,0.4247977822692837,0.5369733536968718,0.03628657063930578
1239,2024-07-03 05:56:54.202840568,32239,0.23763414968434565,0.537907933062261,0.0006581427679625268
1244,2024-07-03 05:58:20.620124024,32244,0.2034060208208539,0.5388275962500939,0.019614789245235957
1249,2024-07-03 05:59:47.037407481,32249,0.013124439140298986,0.539731806529187,0.000722086799644005
1254,2024-07-03 06:01:13.454690938,32254,0.04373905721492749,0.5406200440144941,0.008722502647449263
1259,2024-07-03 06:02:39.871974394,32259,0.20360800946086532,0.541491805815858,0.0415024052077201
1264,2024-07-03 06:04:06.289257851,32264,0.0976707996512376,0.5423466061524749,0.04322525529385869
1269,2024-07-03 06:05:32.706541308,32269,0.03922143332526047,0.5431839764337013,0.03498513913750814
1274,2024-07-03 06:06:59.123824764,32274,0.003807111090945614,0.5440034653066805,0.02822505301057044
1279,2024-07-03 06:08:25.541108221,32279,0.2874565016732547,0.5448046386716374,0.013114979952631379
1284,2024-07-03 06:09:51.958391678,32284,0.7314433132593947,0.5455870796654958,0.06299002702586032
1289,2024-07-03 06:11:18.375675135,32289,0.24036169802708274,0.5463503886141661,0.048615970686445194
1294,2024-07-03 06:12:44.792958591,32294,0.13237026967961846,0.5470941829542564,0.0006371538189988894
1299,2024-07-03 06:14:11.210242048,32299,0.07247481315834606,0.5478180971249392,0.005145384061403802
1304,2024-07-03 06:15:37.627525505,32304,0.2195143931731349,0.5485217824313826,0.017464894795279014
1309,2024-07-03 06:17:04.044808961,32309,0.060906216623468803,0.549204906881468,0.006629871422193365
1314,2024-07-03 06:18:30.462092418,32314,0.008309732920285064,0.5498671549979006,0.02990754801695241
1319,2024-07-03 06:19:56.879375875,32319,0.07140330419158379,0.5505082276076064,0.03522436456548692
1324,2024-07-03 06:21:23.296659331,32324,0.08220564014845008,0.551127841610088,0.012320751228540717
1329,2024-07-03 06:22:49.713942788,32329,0.08805266578070733,0.5517257297262054,0.05683129928919928
1334,2024-07-03 06:24:16.131226245,32334,0.2203161863931724,0.5523016402289718,0.04808238472774387
1339,2024-07-03 06:25:42.548509701,32339,0.21359714260570367,0.5528553366573441,0.018481383523907352
1344,2024-07-03 06:27:08.965793158,32344,0.1304623610628065,0.5533865975141461,0.021357607152290944
1349,2024-07-03 06:28:35.383076615,32349,0.5474545768717057,0.5538952159489445,0.02844820678674853
1354,2024-07-03 06:30:01.800360072,32354,0.32577582407931005,0.5543809994268347,0.006744353882580194
1359,2024-07-03 06:31:28.217643528,32359,0.2405344001493154,0.554843769383877,0.020996448026726088
1364,2024-07-03 06:32:54.634926985,32364,0.000962646818726084,0.5552833608703964,0.052896558967044295
1369,2024-07-03 06:34:21.052210442,32369,0.09360698208730638,0.5556996221837796,0.05677438940503875
1374,2024-07-03 06:35:47.469493898,32374,0.18081090329889157,0.5560924144925045,0.0037742383417012893
1379,2024-07-03 06:37:13.886777355,32379,0.3369227918069512,0.5564616114534235,0.03521103306629228
1384,2024-07-03 06:38:40.304060812,32384,0.1380705103672473,0.5568070988244176,0.0025847256645147067
1389,2024-07-03 06:40:06.721344268,32389,0.039191027798251496,0.5571287740744153,0.04987842856709951
1394,2024-07-03 06:41:33.138627725,32394,0.08370123650959214,0.5574265459929423,0.06819623671078467
1399,2024-07-03 06:42:59.555911182,32399,0.11558017512159467,0.5577003343012028,0.050464971550457344
1404,2024-07-03 06:44:25.973194638,32404,0.13549169822381252,0.5579500692669161,0.012302756009810616
1409,2024-07-03 06:45:52.390478095,32409,0.2633950444295687,0.5581756913245655,0.01787052166749501
