,mean_median_freq,max_median_freq,median_freq_list,id
134,87.87196635331469,95.89041095890411,"[85.619285120532, 83.49514563106796, 95.89041095890411, 86.48302370275465]",134
135,57.06519474588354,67.39526411657559,"[50.16181229773463, 67.39526411657559, 59.436913451511984, 54.65587044534413, 63.92199349945829, 50.203527815468114, 53.68098159509203]",135
136,88.73667054001469,100.87719298245612,"[85.71428571428571, 87.67471410419314, 87.42004264392324, 85.71428571428571, 76.17728531855957, 87.54623921085079, 87.96895213454074, 99.53703703703704, 100.87719298245612]",136
137,124.62665042704046,147.17477003942182,"[98.85057471264368, 147.17477003942182, 100.91743119266056, 142.85714285714286, 133.33333333333334]",137
138,89.92887675149808,93.25842696629215,"[91.59482758620689, 82.7338129496403, 93.25842696629215, 91.13001215066828, 89.94708994708995, 90.9090909090909]",138
139,79.41752408968514,89.64143426294821,"[71.3224368499257, 75.40173053152039, 89.64143426294821, 81.49779735682819, 82.36208236208238, 79.58477508650519, 76.11241217798595]",139
140,85.20216314817529,95.49795361527967,"[86.45533141210375, 91.78743961352657, 95.49795361527967, 78.87323943661973, 94.17808219178083, 80.56872037914692, 76.78883071553227, 75.40983606557377, 87.26003490401395]",140
141,90.42174605405926,106.36182902584494,"[106.36182902584494, 100.47846889952153, 67.63698630136987, 92.56055363321799, 85.07089241034194]",141
142,94.71269668948494,115.01210653753026,"[80.90185676392574, 115.01210653753026, 99.3975903614458, 86.82170542635659, 100.90702947845806, 94.31524547803618, 76.64233576642334, 103.7037037037037]",142
143,84.06301731183243,109.05550146056476,"[71.42857142857143, 90.90909090909092, 99.17355371900827, 89.74358974358975, 109.05550146056476, 44.067796610169495]",143
144,86.19077362604953,96.83098591549295,"[84.97536945812807, 82.61802575107295, 80.64516129032258, 83.90804597701148, 96.83098591549295, 88.16705336426914]",144
145,89.97351523473613,97.77015437392797,"[81.67539267015707, 88.16964285714286, 92.17171717171716, 97.77015437392797, 94.26987060998151, 85.7843137254902]",145
146,64.59660176453552,73.17073170731707,"[60.48906048906049, 63.82978723404255, 72.23476297968398, 68.1081081081081, 73.17073170731707, 66.53019447287615, 60.48387096774193, 51.926298157453935]",146
