,time,signal
11938,11.9385,512.0
11939,11.9395,516.0
11940,11.9405,514.0
11941,11.9415,513.0
11942,11.9425,512.0
11943,11.9435,512.0
11944,11.9445,512.0
11945,11.9455,514.0
11946,11.9465,513.0
11947,11.9475,512.0
11948,11.9485,514.0
11949,11.9495,512.0
11950,11.9505,511.0
11951,11.9515,511.0
11952,11.9525,511.0
11953,11.9535,514.0
11954,11.9545,513.0
11955,11.9555,514.0
11956,11.9565,515.0
11957,11.9575,514.0
11958,11.9585,517.0
11959,11.9595,515.0
11960,11.9605,514.0
11961,11.9615,514.0
11962,11.9625,511.0
11963,11.9635,513.0
11964,11.9645,513.0
11965,11.9655,511.0
11966,11.9665,508.0
11967,11.9675,513.0
11968,11.9685,512.0
11969,11.9695,512.0
11970,11.9705,512.0
11971,11.9715,514.0
11972,11.9725,511.0
11973,11.9735,514.0
11974,11.9745,514.0
11975,11.9755,512.0
11976,11.9765,515.0
11977,11.9775,517.0
11978,11.9785,516.0
11979,11.9795,515.0
11980,11.9805,515.0
11981,11.9815,513.0
11982,11.9825,513.0
11983,11.9835,513.0
11984,11.9845,512.0
11985,11.9855,512.0
11986,11.9865,513.0
11987,11.9875,515.0
11988,11.9885,512.0
11989,11.9895,510.0
11990,11.9905,511.0
11991,11.9915,513.0
11992,11.9925,512.0
11993,11.9935,514.0
11994,11.9945,514.0
11995,11.9955,513.0
11996,11.9965,516.0
11997,11.9975,516.0
11998,11.9985,516.0
11999,11.9995,513.0
12000,12.0005,513.0
12001,12.0015,511.0
12002,12.0025,512.0
12003,12.0035,511.0
12004,12.0045,511.0
12005,12.0055,512.0
12006,12.0065,512.0
12007,12.0075,511.0
12008,12.0085,514.0
12009,12.0095,513.0
12010,12.0105,514.0
12011,12.0115,515.0
12012,12.0125,514.0
12013,12.0135,513.0
12014,12.0145,513.0
12015,12.0155,511.0
12016,12.0165,511.0
12017,12.0175,514.0
12018,12.0185,512.0
12019,12.0195,514.0
12020,12.0205,515.0
12021,12.0215,515.0
12022,12.0225,514.0
12023,12.0235,517.0
12024,12.0245,518.0
12025,12.0255,515.0
12026,12.0265,514.0
12027,12.0275,514.0
12028,12.0285,511.0
12029,12.0295,513.0
12030,12.0305,512.0
12031,12.0315,514.0
12032,12.0325,514.0
12033,12.0335,514.0
12034,12.0345,513.0
12035,12.0355,512.0
12036,12.0365,511.0
12037,12.0375,510.0
12038,12.0385,509.0
12039,12.0395,512.0
12040,12.0405,514.0
12041,12.0415,515.0
12042,12.0425,515.0
12043,12.0435,512.0
12044,12.0445,511.0
12045,12.0455,512.0
12046,12.0465,516.0
12047,12.0475,514.0
12048,12.0485,515.0
12049,12.0495,517.0
12050,12.0505,515.0
12051,12.0515,515.0
12052,12.0525,514.0
12053,12.0535,516.0
12054,12.0545,515.0
12055,12.0555,515.0
12056,12.0565,515.0
12057,12.0575,518.0
12058,12.0585,514.0
12059,12.0595,512.0
12060,12.0605,511.0
12061,12.0615,512.0
12062,12.0625,513.0
12063,12.0635,510.0
12064,12.0645,512.0
12065,12.0655,512.0
12066,12.0665,512.0
12067,12.0675,512.0
12068,12.0685,508.0
12069,12.0695,512.0
12070,12.0705,513.0
12071,12.0715,514.0
12072,12.0725,516.0
12073,12.0735,513.0
12074,12.0745,515.0
12075,12.0755,514.0
12076,12.0765,512.0
12077,12.0775,513.0
12078,12.0785,513.0
12079,12.0795,512.0
12080,12.0805,513.0
12081,12.0815,514.0
12082,12.0825,511.0
12083,12.0835,513.0
12084,12.0845,517.0
12085,12.0855,514.0
12086,12.0865,516.0
12087,12.0875,512.0
12088,12.0885,514.0
12089,12.0895,513.0
12090,12.0905,512.0
12091,12.0915,511.0
12092,12.0925,512.0
12093,12.0935,512.0
12094,12.0945,514.0
12095,12.0955,513.0
12096,12.0965,513.0
12097,12.0975,514.0
12098,12.0985,514.0
12099,12.0995,513.0
12100,12.1005,513.0
12101,12.1015,513.0
12102,12.1025,513.0
12103,12.1035,513.0
12104,12.1045,513.0
12105,12.1055,514.0
12106,12.1065,513.0
12107,12.1075,513.0
12108,12.1085,512.0
12109,12.1095,513.0
12110,12.1105,513.0
12111,12.1115,512.0
12112,12.1125,512.0
12113,12.1135,514.0
12114,12.1145,513.0
12115,12.1155,514.0
12116,12.1165,512.0
12117,12.1175,515.0
12118,12.1185,514.0
12119,12.1195,515.0
12120,12.1205,513.0
12121,12.1215,515.0
12122,12.1225,514.0
12123,12.1235,511.0
12124,12.1245,514.0
12125,12.1255,513.0
12126,12.1265,513.0
12127,12.1275,512.0
12128,12.1285,513.0
12129,12.1295,512.0
12130,12.1305,513.0
12131,12.1315,514.0
12132,12.1325,515.0
12133,12.1335,511.0
12134,12.1345,513.0
12135,12.1355,512.0
12136,12.1365,513.0
12137,12.1375,515.0
12138,12.1385,514.0
12139,12.1395,513.0
12140,12.1405,514.0
12141,12.1415,512.0
12142,12.1425,515.0
12143,12.1435,512.0
12144,12.1445,511.0
12145,12.1455,513.0
12146,12.1465,512.0
12147,12.1475,511.0
12148,12.1485,511.0
12149,12.1495,513.0
12150,12.1505,518.0
12151,12.1515,514.0
12152,12.1525,515.0
12153,12.1535,513.0
12154,12.1545,511.0
12155,12.1555,511.0
12156,12.1565,513.0
12157,12.1575,514.0
12158,12.1585,515.0
12159,12.1595,513.0
12160,12.1605,513.0
12161,12.1615,512.0
12162,12.1625,513.0
12163,12.1635,515.0
12164,12.1645,516.0
12165,12.1655,516.0
12166,12.1665,515.0
12167,12.1675,516.0
12168,12.1685,517.0
12169,12.1695,517.0
12170,12.1705,513.0
12171,12.1715,512.0
12172,12.1725,511.0
12173,12.1735,512.0
12174,12.1745,513.0
12175,12.1755,514.0
12176,12.1765,514.0
12177,12.1775,513.0
12178,12.1785,512.0
12179,12.1795,512.0
12180,12.1805,512.0
12181,12.1815,513.0
12182,12.1825,512.0
12183,12.1835,510.0
12184,12.1845,512.0
12185,12.1855,512.0
12186,12.1865,510.0
12187,12.1875,512.0
12188,12.1885,510.0
12189,12.1895,512.0
12190,12.1905,513.0
12191,12.1915,513.0
12192,12.1925,511.0
12193,12.1935,511.0
12194,12.1945,513.0
12195,12.1955,512.0
12196,12.1965,515.0
12197,12.1975,516.0
12198,12.1985,515.0
12199,12.1995,515.0
12200,12.2005,515.0
12201,12.2015,516.0
12202,12.2025,514.0
12203,12.2035,513.0
12204,12.2045,512.0
12205,12.2055,511.0
12206,12.2065,514.0
12207,12.2075,514.0
12208,12.2085,515.0
12209,12.2095,512.0
12210,12.2105,513.0
12211,12.2115,511.0
12212,12.2125,513.0
12213,12.2135,514.0
12214,12.2145,512.0
12215,12.2155,514.0
12216,12.2165,513.0
12217,12.2175,515.0
12218,12.2185,515.0
12219,12.2195,515.0
12220,12.2205,514.0
12221,12.2215,513.0
12222,12.2225,513.0
12223,12.2235,514.0
12224,12.2245,513.0
12225,12.2255,513.0
12226,12.2265,513.0
12227,12.2275,513.0
12228,12.2285,513.0
12229,12.2295,513.0
12230,12.2305,515.0
12231,12.2315,514.0
12232,12.2325,514.0
12233,12.2335,512.0
12234,12.2345,515.0
12235,12.2355,510.0
12236,12.2365,514.0
12237,12.2375,514.0
12238,12.2385,511.0
12239,12.2395,513.0
12240,12.2405,514.0
12241,12.2415,515.0
12242,12.2425,514.0
12243,12.2435,515.0
12244,12.2445,513.0
12245,12.2455,511.0
12246,12.2465,513.0
12247,12.2475,512.0
12248,12.2485,512.0
12249,12.2495,512.0
12250,12.2505,512.0
12251,12.2515,515.0
12252,12.2525,511.0
12253,12.2535,510.0
12254,12.2545,511.0
12255,12.2555,511.0
12256,12.2565,514.0
12257,12.2575,516.0
12258,12.2585,516.0
12259,12.2595,515.0
12260,12.2605,513.0
12261,12.2615,513.0
12262,12.2625,512.0
12263,12.2635,513.0
12264,12.2645,515.0
12265,12.2655,514.0
12266,12.2665,516.0
12267,12.2675,513.0
12268,12.2685,513.0
12269,12.2695,512.0
12270,12.2705,514.0
12271,12.2715,515.0
12272,12.2725,514.0
12273,12.2735,514.0
12274,12.2745,516.0
12275,12.2755,514.0
12276,12.2765,514.0
12277,12.2775,515.0
12278,12.2785,513.0
12279,12.2795,515.0
12280,12.2805,515.0
12281,12.2815,514.0
12282,12.2825,514.0
12283,12.2835,511.0
12284,12.2845,514.0
12285,12.2855,511.0
12286,12.2865,512.0
12287,12.2875,511.0
12288,12.2885,512.0
12289,12.2895,512.0
12290,12.2905,511.0
12291,12.2915,512.0
12292,12.2925,512.0
12293,12.2935,512.0
12294,12.2945,515.0
12295,12.2955,512.0
12296,12.2965,514.0
12297,12.2975,516.0
12298,12.2985,513.0
12299,12.2995,515.0
12300,12.3005,512.0
12301,12.3015,512.0
12302,12.3025,514.0
12303,12.3035,513.0
12304,12.3045,514.0
12305,12.3055,512.0
12306,12.3065,512.0
12307,12.3075,512.0
12308,12.3085,510.0
12309,12.3095,511.0
12310,12.3105,511.0
12311,12.3115,510.0
12312,12.3125,514.0
12313,12.3135,512.0
12314,12.3145,512.0
12315,12.3155,514.0
12316,12.3165,517.0
12317,12.3175,515.0
12318,12.3185,514.0
12319,12.3195,514.0
12320,12.3205,514.0
12321,12.3215,514.0
12322,12.3225,513.0
12323,12.3235,512.0
12324,12.3245,513.0
12325,12.3255,514.0
12326,12.3265,512.0
12327,12.3275,514.0
12328,12.3285,515.0
12329,12.3295,516.0
12330,12.3305,512.0
12331,12.3315,512.0
12332,12.3325,512.0
12333,12.3335,511.0
12334,12.3345,510.0
12335,12.3355,512.0
12336,12.3365,515.0
12337,12.3375,514.0
12338,12.3385,513.0
12339,12.3395,514.0
12340,12.3405,513.0
12341,12.3415,513.0
12342,12.3425,513.0
12343,12.3435,513.0
12344,12.3445,515.0
12345,12.3455,517.0
12346,12.3465,515.0
12347,12.3475,514.0
12348,12.3485,514.0
12349,12.3495,514.0
12350,12.3505,512.0
12351,12.3515,515.0
12352,12.3525,514.0
12353,12.3535,514.0
12354,12.3545,514.0
12355,12.3555,512.0
12356,12.3565,512.0
12357,12.3575,512.0
12358,12.3585,512.0
12359,12.3595,511.0
12360,12.3605,512.0
12361,12.3615,514.0
12362,12.3625,513.0
12363,12.3635,512.0
12364,12.3645,514.0
12365,12.3655,511.0
12366,12.3665,513.0
12367,12.3675,509.0
12368,12.3685,510.0
12369,12.3695,513.0
12370,12.3705,511.0
12371,12.3715,508.0
12372,12.3725,515.0
12373,12.3735,511.0
12374,12.3745,513.0
12375,12.3755,514.0
12376,12.3765,514.0
12377,12.3775,515.0
12378,12.3785,517.0
12379,12.3795,517.0
12380,12.3805,518.0
12381,12.3815,518.0
12382,12.3825,515.0
12383,12.3835,517.0
12384,12.3845,516.0
12385,12.3855,515.0
12386,12.3865,515.0
12387,12.3875,514.0
12388,12.3885,513.0
12389,12.3895,510.0
12390,12.3905,511.0
12391,12.3915,511.0
12392,12.3925,512.0
12393,12.3935,510.0
12394,12.3945,510.0
12395,12.3955,508.0
12396,12.3965,510.0
12397,12.3975,511.0
12398,12.3985,513.0
12399,12.3995,511.0
12400,12.4005,513.0
12401,12.4015,515.0
12402,12.4025,515.0
12403,12.4035,514.0
12404,12.4045,515.0
12405,12.4055,514.0
12406,12.4065,513.0
12407,12.4075,512.0
12408,12.4085,513.0
12409,12.4095,514.0
12410,12.4105,517.0
12411,12.4115,514.0
12412,12.4125,514.0
12413,12.4135,512.0
12414,12.4145,514.0
12415,12.4155,514.0
12416,12.4165,514.0
12417,12.4175,516.0
12418,12.4185,516.0
12419,12.4195,515.0
12420,12.4206,515.0
12421,12.4216,515.0
12422,12.4226,517.0
12423,12.4236,513.0
12424,12.4246,512.0
12425,12.4256,512.0
12426,12.4266,511.0
12427,12.4276,510.0
12428,12.4286,511.0
12429,12.4296,511.0
12430,12.4306,511.0
12431,12.4316,512.0
12432,12.4326,512.0
12433,12.4336,513.0
12434,12.4346,514.0
12435,12.4356,513.0
12436,12.4366,514.0
12437,12.4376,511.0
12438,12.4386,513.0
12439,12.4396,514.0
12440,12.4406,513.0
12441,12.4416,515.0
12442,12.4426,511.0
12443,12.4436,512.0
12444,12.4446,515.0
12445,12.4456,514.0
12446,12.4466,515.0
12447,12.4476,514.0
12448,12.4486,513.0
12449,12.4496,514.0
12450,12.4506,512.0
12451,12.4516,511.0
12452,12.4526,510.0
12453,12.4536,512.0
12454,12.4546,515.0
12455,12.4556,512.0
12456,12.4566,516.0
12457,12.4576,516.0
12458,12.4586,515.0
12459,12.4596,514.0
12460,12.4606,513.0
12461,12.4616,512.0
12462,12.4626,512.0
12463,12.4636,513.0
12464,12.4646,511.0
12465,12.4656,512.0
12466,12.4666,513.0
12467,12.4676,511.0
12468,12.4686,510.0
12469,12.4696,512.0
12470,12.4706,511.0
12471,12.4716,512.0
12472,12.4726,513.0
12473,12.4736,515.0
12474,12.4746,513.0
12475,12.4756,512.0
12476,12.4766,513.0
12477,12.4776,513.0
12478,12.4786,513.0
12479,12.4796,515.0
12480,12.4806,516.0
12481,12.4816,517.0
12482,12.4826,514.0
12483,12.4836,514.0
12484,12.4846,517.0
12485,12.4856,516.0
12486,12.4866,516.0
12487,12.4876,515.0
12488,12.4886,513.0
12489,12.4896,515.0
12490,12.4906,514.0
12491,12.4916,515.0
12492,12.4926,515.0
12493,12.4936,515.0
12494,12.4946,513.0
12495,12.4956,511.0
12496,12.4966,512.0
12497,12.4976,511.0
12498,12.4986,513.0
12499,12.4996,510.0
12500,12.5006,511.0
12501,12.5016,509.0
12502,12.5026,511.0
12503,12.5036,512.0
12504,12.5046,514.0
12505,12.5056,515.0
12506,12.5066,514.0
12507,12.5076,511.0
12508,12.5086,511.0
12509,12.5096,512.0
12510,12.5106,512.0
12511,12.5116,513.0
12512,12.5126,514.0
12513,12.5136,517.0
12514,12.5146,516.0
12515,12.5156,513.0
12516,12.5166,514.0
12517,12.5176,514.0
12518,12.5186,513.0
12519,12.5196,513.0
12520,12.5206,512.0
12521,12.5216,514.0
12522,12.5226,515.0
12523,12.5236,513.0
12524,12.5246,514.0
12525,12.5256,511.0
12526,12.5266,513.0
12527,12.5276,509.0
12528,12.5286,509.0
12529,12.5296,510.0
12530,12.5306,511.0
12531,12.5316,512.0
12532,12.5326,513.0
12533,12.5336,515.0
12534,12.5346,516.0
12535,12.5356,515.0
12536,12.5366,517.0
12537,12.5376,518.0
12538,12.5386,519.0
12539,12.5396,515.0
12540,12.5406,513.0
12541,12.5416,515.0
12542,12.5426,515.0
12543,12.5436,513.0
12544,12.5446,513.0
12545,12.5456,514.0
12546,12.5466,511.0
12547,12.5476,512.0
12548,12.5486,512.0
12549,12.5496,510.0
12550,12.5506,510.0
12551,12.5516,509.0
12552,12.5526,512.0
12553,12.5536,512.0
12554,12.5546,515.0
12555,12.5556,513.0
12556,12.5566,515.0
12557,12.5576,513.0
12558,12.5586,514.0
12559,12.5596,516.0
12560,12.5606,516.0
12561,12.5616,518.0
12562,12.5626,517.0
12563,12.5636,516.0
12564,12.5646,515.0
12565,12.5656,513.0
12566,12.5666,513.0
12567,12.5676,509.0
12568,12.5686,510.0
12569,12.5696,511.0
12570,12.5706,511.0
12571,12.5716,512.0
12572,12.5726,512.0
12573,12.5736,513.0
12574,12.5746,513.0
12575,12.5756,512.0
12576,12.5766,512.0
12577,12.5776,513.0
12578,12.5786,510.0
12579,12.5796,513.0
12580,12.5806,514.0
12581,12.5816,515.0
12582,12.5826,514.0
12583,12.5836,511.0
12584,12.5846,513.0
12585,12.5856,512.0
12586,12.5866,511.0
12587,12.5876,510.0
12588,12.5886,512.0
12589,12.5896,515.0
12590,12.5906,514.0
12591,12.5916,516.0
12592,12.5926,514.0
12593,12.5936,515.0
12594,12.5946,515.0
12595,12.5956,514.0
12596,12.5966,515.0
12597,12.5976,516.0
12598,12.5986,514.0
12599,12.5996,516.0
12600,12.6006,515.0
12601,12.6016,515.0
12602,12.6026,513.0
12603,12.6036,515.0
12604,12.6046,514.0
12605,12.6056,512.0
12606,12.6066,512.0
12607,12.6076,513.0
12608,12.6086,511.0
12609,12.6096,512.0
12610,12.6106,512.0
12611,12.6116,512.0
12612,12.6126,514.0
12613,12.6136,510.0
12614,12.6146,513.0
12615,12.6156,513.0
12616,12.6166,514.0
12617,12.6176,513.0
12618,12.6186,512.0
12619,12.6196,513.0
12620,12.6206,511.0
12621,12.6216,514.0
12622,12.6226,514.0
12623,12.6236,512.0
12624,12.6246,511.0
12625,12.6256,511.0
12626,12.6266,512.0
12627,12.6276,511.0
12628,12.6286,513.0
12629,12.6296,513.0
12630,12.6306,515.0
12631,12.6316,514.0
12632,12.6326,514.0
12633,12.6336,516.0
12634,12.6346,515.0
12635,12.6356,517.0
12636,12.6366,515.0
12637,12.6376,516.0
12638,12.6386,514.0
12639,12.6396,515.0
12640,12.6406,515.0
12641,12.6416,515.0
12642,12.6426,512.0
12643,12.6436,513.0
12644,12.6446,515.0
12645,12.6456,516.0
12646,12.6466,513.0
12647,12.6476,515.0
12648,12.6486,511.0
12649,12.6496,510.0
12650,12.6506,508.0
12651,12.6516,510.0
12652,12.6526,510.0
12653,12.6536,508.0
12654,12.6546,510.0
12655,12.6556,509.0
12656,12.6566,512.0
12657,12.6576,513.0
12658,12.6586,515.0
12659,12.6596,514.0
12660,12.6606,513.0
12661,12.6616,514.0
12662,12.6626,515.0
12663,12.6636,513.0
12664,12.6646,518.0
12665,12.6656,517.0
12666,12.6666,519.0
12667,12.6676,516.0
12668,12.6686,515.0
12669,12.6696,514.0
12670,12.6706,511.0
12671,12.6716,512.0
12672,12.6726,512.0
12673,12.6736,512.0
12674,12.6746,513.0
12675,12.6756,509.0
12676,12.6766,512.0
12677,12.6776,510.0
12678,12.6786,511.0
12679,12.6796,511.0
12680,12.6806,513.0
12681,12.6816,512.0
12682,12.6826,511.0
12683,12.6836,512.0
12684,12.6846,514.0
12685,12.6856,514.0
12686,12.6866,513.0
12687,12.6876,513.0
12688,12.6886,516.0
12689,12.6896,513.0
12690,12.6906,515.0
12691,12.6916,515.0
12692,12.6926,514.0
12693,12.6936,511.0
12694,12.6946,512.0
12695,12.6956,510.0
12696,12.6966,513.0
12697,12.6976,515.0
12698,12.6986,514.0
12699,12.6996,516.0
12700,12.7006,516.0
12701,12.7016,517.0
12702,12.7026,515.0
12703,12.7036,514.0
12704,12.7046,516.0
12705,12.7056,515.0
12706,12.7066,514.0
12707,12.7076,512.0
12708,12.7086,510.0
12709,12.7096,510.0
12710,12.7106,514.0
12711,12.7116,514.0
12712,12.7126,511.0
12713,12.7136,512.0
12714,12.7146,516.0
12715,12.7156,514.0
12716,12.7166,516.0
12717,12.7176,512.0
12718,12.7186,514.0
12719,12.7196,517.0
12720,12.7206,516.0
12721,12.7216,516.0
12722,12.7226,516.0
12723,12.7236,511.0
12724,12.7246,512.0
12725,12.7256,511.0
12726,12.7266,513.0
12727,12.7276,511.0
12728,12.7286,512.0
12729,12.7296,514.0
12730,12.7306,513.0
12731,12.7316,515.0
12732,12.7326,512.0
12733,12.7336,510.0
12734,12.7346,511.0
12735,12.7356,512.0
12736,12.7366,513.0
12737,12.7376,513.0
12738,12.7386,513.0
12739,12.7396,512.0
12740,12.7406,511.0
12741,12.7416,514.0
12742,12.7426,516.0
12743,12.7436,513.0
12744,12.7446,514.0
12745,12.7456,512.0
12746,12.7466,513.0
12747,12.7476,513.0
12748,12.7486,512.0
12749,12.7496,510.0
12750,12.7506,513.0
12751,12.7516,511.0
12752,12.7526,512.0
12753,12.7536,512.0
12754,12.7546,511.0
12755,12.7556,514.0
12756,12.7566,515.0
12757,12.7576,516.0
12758,12.7586,518.0
12759,12.7596,516.0
12760,12.7606,518.0
12761,12.7616,517.0
12762,12.7626,516.0
12763,12.7636,514.0
12764,12.7646,515.0
12765,12.7656,513.0
12766,12.7666,513.0
12767,12.7676,510.0
12768,12.7686,508.0
12769,12.7696,511.0
12770,12.7706,513.0
12771,12.7716,513.0
12772,12.7726,512.0
12773,12.7736,511.0
12774,12.7746,514.0
12775,12.7756,514.0
12776,12.7766,513.0
12777,12.7776,513.0
12778,12.7786,513.0
12779,12.7796,512.0
12780,12.7806,512.0
12781,12.7816,512.0
12782,12.7826,512.0
12783,12.7836,512.0
12784,12.7846,513.0
12785,12.7856,514.0
12786,12.7866,512.0
12787,12.7876,511.0
12788,12.7886,511.0
12789,12.7896,512.0
12790,12.7906,511.0
12791,12.7916,511.0
12792,12.7926,513.0
12793,12.7936,515.0
12794,12.7946,515.0
12795,12.7956,515.0
12796,12.7966,514.0
12797,12.7976,517.0
12798,12.7986,516.0
12799,12.7996,516.0
12800,12.8006,515.0
12801,12.8016,517.0
12802,12.8026,516.0
12803,12.8036,512.0
12804,12.8046,515.0
12805,12.8056,512.0
12806,12.8066,513.0
12807,12.8076,507.0
12808,12.8086,511.0
12809,12.8096,513.0
12810,12.8106,514.0
12811,12.8116,516.0
12812,12.8126,518.0
12813,12.8136,514.0
12814,12.8146,514.0
12815,12.8156,510.0
12816,12.8166,510.0
12817,12.8176,512.0
12818,12.8186,513.0
12819,12.8196,516.0
12820,12.8206,514.0
12821,12.8216,512.0
12822,12.8226,512.0
12823,12.8236,515.0
12824,12.8246,515.0
12825,12.8256,514.0
12826,12.8266,514.0
12827,12.8276,512.0
12828,12.8286,513.0
12829,12.8296,513.0
12830,12.8306,513.0
12831,12.8316,513.0
12832,12.8326,510.0
12833,12.8336,511.0
12834,12.8346,510.0
12835,12.8356,512.0
12836,12.8366,512.0
12837,12.8376,515.0
12838,12.8386,518.0
12839,12.8396,517.0
12840,12.8406,519.0
12841,12.8416,519.0
12842,12.8426,516.0
12843,12.8436,513.0
12844,12.8446,514.0
12845,12.8456,511.0
12846,12.8466,511.0
12847,12.8476,511.0
12848,12.8486,509.0
12849,12.8496,511.0
12850,12.8506,511.0
12851,12.8516,513.0
12852,12.8526,512.0
12853,12.8536,512.0
12854,12.8546,515.0
12855,12.8556,514.0
12856,12.8566,516.0
12857,12.8576,516.0
12858,12.8586,517.0
12859,12.8596,516.0
12860,12.8606,515.0
12861,12.8616,515.0
12862,12.8626,514.0
12863,12.8636,511.0
12864,12.8646,513.0
12865,12.8656,512.0
12866,12.8666,512.0
12867,12.8676,512.0
12868,12.8686,512.0
12869,12.8696,512.0
12870,12.8706,511.0
12871,12.8716,512.0
12872,12.8726,513.0
12873,12.8736,513.0
12874,12.8746,513.0
12875,12.8756,511.0
12876,12.8766,512.0
12877,12.8776,511.0
12878,12.8786,515.0
12879,12.8796,516.0
12880,12.8806,512.0
12881,12.8816,514.0
12882,12.8826,514.0
12883,12.8836,513.0
12884,12.8846,516.0
12885,12.8856,517.0
12886,12.8866,515.0
12887,12.8876,514.0
12888,12.8886,512.0
12889,12.8896,514.0
12890,12.8906,515.0
12891,12.8916,514.0
12892,12.8926,510.0
12893,12.8936,510.0
12894,12.8946,512.0
12895,12.8956,512.0
12896,12.8966,512.0
12897,12.8976,514.0
12898,12.8986,515.0
12899,12.8996,516.0
12900,12.9006,515.0
12901,12.9016,513.0
12902,12.9026,511.0
12903,12.9036,511.0
12904,12.9046,512.0
12905,12.9056,513.0
12906,12.9066,515.0
12907,12.9076,513.0
12908,12.9086,511.0
12909,12.9096,514.0
12910,12.9106,511.0
12911,12.9116,513.0
12912,12.9126,510.0
12913,12.9136,511.0
12914,12.9146,513.0
12915,12.9156,515.0
12916,12.9166,512.0
12917,12.9176,513.0
12918,12.9186,517.0
12919,12.9196,516.0
12920,12.9206,515.0
12921,12.9216,513.0
12922,12.9226,514.0
12923,12.9236,515.0
12924,12.9246,513.0
12925,12.9256,513.0
12926,12.9266,513.0
12927,12.9276,513.0
12928,12.9286,510.0
12929,12.9296,514.0
12930,12.9306,512.0
12931,12.9316,511.0
12932,12.9326,511.0
12933,12.9336,513.0
12934,12.9346,513.0
12935,12.9356,514.0
12936,12.9366,514.0
12937,12.9376,516.0
12938,12.9386,516.0
12939,12.9396,516.0
12940,12.9406,517.0
12941,12.9416,513.0
12942,12.9426,513.0
12943,12.9436,513.0
12944,12.9446,511.0
12945,12.9456,513.0
12946,12.9466,511.0
12947,12.9476,513.0
12948,12.9486,511.0
12949,12.9496,514.0
12950,12.9506,513.0
12951,12.9516,515.0
12952,12.9526,514.0
12953,12.9536,513.0
12954,12.9546,514.0
12955,12.9556,513.0
12956,12.9566,515.0
12957,12.9576,517.0
12958,12.9586,519.0
12959,12.9596,518.0
12960,12.9606,514.0
12961,12.9616,511.0
12962,12.9626,513.0
12963,12.9636,511.0
12964,12.9646,513.0
12965,12.9656,513.0
12966,12.9666,513.0
12967,12.9676,508.0
12968,12.9686,512.0
12969,12.9696,513.0
12970,12.9706,512.0
12971,12.9716,512.0
12972,12.9726,512.0
12973,12.9736,514.0
12974,12.9746,513.0
12975,12.9756,513.0
12976,12.9766,513.0
12977,12.9776,515.0
12978,12.9786,518.0
12979,12.9796,516.0
12980,12.9806,515.0
12981,12.9816,511.0
12982,12.9826,510.0
12983,12.9836,515.0
12984,12.9846,514.0
12985,12.9856,512.0
12986,12.9866,511.0
12987,12.9876,512.0
12988,12.9886,513.0
12989,12.9896,513.0
12990,12.9906,511.0
12991,12.9916,512.0
12992,12.9926,513.0
12993,12.9936,514.0
12994,12.9946,513.0
12995,12.9956,511.0
12996,12.9966,514.0
12997,12.9976,512.0
12998,12.9986,511.0
12999,12.9996,513.0
13000,13.0006,512.0
13001,13.0016,513.0
13002,13.0026,513.0
13003,13.0036,514.0
13004,13.0046,514.0
13005,13.0056,514.0
13006,13.0066,513.0
13007,13.0076,512.0
13008,13.0086,513.0
13009,13.0096,513.0
13010,13.0106,513.0
13011,13.0116,515.0
13012,13.0126,517.0
13013,13.0136,513.0
13014,13.0146,512.0
13015,13.0156,512.0
13016,13.0166,515.0
13017,13.0176,514.0
13018,13.0186,514.0
13019,13.0196,512.0
13020,13.0206,511.0
13021,13.0216,511.0
13022,13.0226,512.0
13023,13.0236,512.0
13024,13.0246,511.0
13025,13.0256,511.0
13026,13.0266,512.0
13027,13.0276,512.0
13028,13.0286,512.0
13029,13.0296,515.0
13030,13.0306,514.0
13031,13.0316,515.0
13032,13.0326,515.0
13033,13.0336,518.0
13034,13.0346,515.0
13035,13.0356,515.0
13036,13.0366,513.0
13037,13.0376,512.0
13038,13.0386,512.0
13039,13.0396,513.0
13040,13.0406,513.0
13041,13.0416,513.0
13042,13.0426,514.0
13043,13.0436,511.0
13044,13.0446,514.0
13045,13.0456,510.0
13046,13.0466,508.0
13047,13.0476,508.0
13048,13.0486,509.0
13049,13.0496,508.0
13050,13.0506,513.0
13051,13.0516,514.0
13052,13.0526,517.0
13053,13.0536,516.0
13054,13.0546,519.0
13055,13.0556,516.0
13056,13.0566,514.0
13057,13.0576,509.0
13058,13.0586,509.0
13059,13.0596,512.0
13060,13.0606,514.0
13061,13.0616,515.0
13062,13.0626,514.0
13063,13.0636,513.0
13064,13.0646,514.0
13065,13.0656,516.0
13066,13.0666,513.0
13067,13.0676,516.0
13068,13.0686,514.0
13069,13.0696,512.0
13070,13.0706,514.0
13071,13.0716,519.0
13072,13.0726,519.0
13073,13.0736,519.0
13074,13.0746,519.0
13075,13.0756,521.0
13076,13.0766,518.0
13077,13.0776,516.0
13078,13.0786,515.0
13079,13.0796,514.0
13080,13.0806,512.0
13081,13.0816,504.0
13082,13.0826,501.0
13083,13.0836,500.0
13084,13.0846,504.0
13085,13.0856,504.0
13086,13.0866,506.0
13087,13.0876,503.0
13088,13.0886,497.0
13089,13.0896,500.0
13090,13.0906,505.0
13091,13.0916,513.0
13092,13.0926,519.0
13093,13.0936,528.0
13094,13.0946,534.0
13095,13.0956,530.0
13096,13.0966,528.0
13097,13.0976,532.0
13098,13.0986,528.0
13099,13.0996,526.0
13100,13.1006,523.0
13101,13.1016,524.0
13102,13.1026,525.0
13103,13.1036,521.0
